Wall time,Step,Value
1501.1811599731445,0,7.206985901575536e-05
2086.045646429062,4,0.009139989502727985
2672.0783565044403,8,0.0025436258874833584
3257.0049209594727,12,0.004200547467917204
3843.051996946335,16,0.007089742459356785
5860.07124376297,20,0.005601955112069845
6445.038776397705,24,0.008055618964135647
7031.108569860458,28,0.006949595175683498
7617.337826013565,32,0.010962964035570621
8202.269796133041,36,0.010935717262327671
10216.24404001236,40,0.01203806884586811
10801.138737916946,44,0.015555496327579021
11387.57550740242,48,0.015957269817590714
11974.062597036362,52,0.01817203126847744
12559.495307445526,56,0.017322808504104614
14571.574708938599,60,0.012291315011680126
15157.293639421463,64,0.022197851911187172
15742.316697835922,68,0.016704926267266273
16328.173936367035,72,0.020265089347958565
16913.342849731445,76,0.020611612126231194
18926.667776107788,80,0.017599720507860184
19512.822920799255,84,0.01911269687116146
20098.24430346489,88,0.01913570985198021
20684.380648851395,92,0.01864985190331936
21270.4119246006,96,0.02153114229440689
23280.324531793594,100,0.021519910544157028
23866.31252503395,104,0.021401535719633102
24451.22325348854,108,0.026446465402841568
25037.202174186707,112,0.020087912678718567
25623.305235862732,116,0.02289619855582714
27633.619990110397,120,0.02158808521926403
28219.76459980011,124,0.02085760422050953
28805.770505189896,128,0.021264033392071724
29390.90876841545,132,0.020182441920042038
29977.523984909058,136,0.019109221175312996
31989.840803861618,140,0.02389659360051155
32576.454676389694,144,0.022720880806446075
33163.097942352295,148,0.02181178331375122
33748.99052929878,152,0.022746890783309937
34335.838077545166,156,0.021503198891878128
36350.02881836891,160,0.022350938990712166
36935.8537838459,164,0.019771547988057137
37522.70812988281,168,0.021785490214824677
38108.61037826538,172,0.023855451494455338
38695.2658495903,176,0.022841593250632286
40708.824689388275,180,0.022255543619394302
41293.74933195114,184,0.022042134776711464
41880.09466981888,188,0.020620252937078476
42466.33100819588,192,0.021645378321409225
43051.663753032684,196,0.023181932047009468
45063.15397691727,200,0.024368001148104668
45648.43721842766,204,0.023825569078326225
46234.73186278343,208,0.021754521876573563
46820.88778924942,212,0.02284519374370575
47406.00182032585,216,0.020795870572328568
49418.85128951073,220,0.021871907636523247
50005.465310812,224,0.02111693099141121
50591.30600810051,228,0.019582774490118027
51178.1767039299,232,0.019910279661417007
51763.87069320679,236,0.024328183382749557
53778.23499560356,240,0.02269444614648819
54365.17534375191,244,0.02579384297132492
54951.348116636276,248,0.022861870005726814
55538.49164056778,252,0.022664399817585945
56125.510429143906,256,0.022737160325050354
58131.24753642082,260,0.025899449363350868
58717.94048714638,264,0.020889824256300926
59303.78569102287,268,0.022517452016472816
59890.481548309326,272,0.024131830781698227
60477.48876261711,276,0.024248477071523666
62483.53420853615,280,0.021227018907666206
63070.12422513962,284,0.021835779771208763
63656.62649822235,288,0.020222393795847893
64242.01899385452,292,0.026222072541713715
64828.61079502106,296,0.023929603397846222
66834.75347566605,300,0.0216643325984478
67421.78915715218,304,0.023829931393265724
68008.85447335243,308,0.019954880699515343
68594.80960321426,312,0.023905226960778236
69181.89214277267,316,0.023234732449054718
71189.85793566704,320,0.025584908202290535
71775.18265771866,324,0.021543120965361595
72361.51322054863,328,0.024301303550601006
72946.96855401993,332,0.02336934767663479
73534.02624702454,336,0.021599160507321358
75541.8424975872,340,0.025131454691290855
76127.996509552,344,0.02463734894990921
76715.15040826797,348,0.023596080020070076
77302.37402677536,352,0.022765733301639557
77888.70055150986,356,0.024763304740190506
79897.13044404984,360,0.02638791874051094
80483.31422328949,364,0.022957775741815567
81070.65241718292,368,0.023697391152381897
81657.92931771278,372,0.022488705813884735
82244.4315764904,376,0.02348192036151886
84253.62471365929,380,0.02265518717467785
84840.889128685,384,0.023953942582011223
85427.10361027718,388,0.021583260968327522
86014.63186001778,392,0.026952087879180908
86601.03296136856,396,0.021645110100507736
88612.51469135284,400,0.024576205760240555
89199.66774177551,404,0.02454725280404091
89785.99484920502,408,0.02395714819431305
90373.27905154228,412,0.022315576672554016
90960.55016613007,416,0.02604074776172638
92969.62401390076,420,0.024541983380913734
93556.76570916176,424,0.023631280288100243
94143.05508065224,428,0.023805789649486542
94729.86246919632,432,0.022290553897619247
95316.46000409126,436,0.02651139907538891
97324.44712376595,440,0.02349209599196911
97910.7249763012,444,0.024101730436086655
98497.43757271767,448,0.025582974776625633
99083.07132434845,452,0.02297614887356758
99669.86692237854,456,0.025374094024300575
101677.54518818855,460,0.02521173097193241
102263.45378923416,464,0.025549886748194695
102849.62640213966,468,0.022344030439853668
103434.61301231384,472,0.026784924790263176
104020.63269686699,476,0.023705776780843735
106034.09256768227,480,0.024551404640078545
106619.40467309952,484,0.025064775720238686
107205.36757564545,488,0.023362750187516212
107790.43313264847,492,0.02770923264324665
108376.49642014503,496,0.022575875744223595
110387.3705728054,500,0.027559299021959305
110972.77070403099,504,0.022564677521586418
111559.10912322998,508,0.027829965576529503
112145.43173718452,512,0.023286914452910423
112731.12159895897,516,0.02963653765618801
114744.34448575974,520,0.02480698935687542
115329.98671245575,524,0.027132468298077583
115916.40030097961,528,0.02541949599981308
116502.89437413216,532,0.02582493983209133
117088.45180034637,536,0.025769982486963272
119099.58951377869,540,0.02306928113102913
119685.98363375664,544,0.025976264849305153
120271.42384386063,548,0.024495914578437805
120858.07807779312,552,0.025736704468727112
121443.63825535774,556,0.028997348621487617
123451.79893398285,560,0.025736475363373756
124038.63007998466,564,0.026923011988401413
124625.07982516289,568,0.025856254622340202
125212.4741384983,572,0.028666066005825996
125799.83812117577,576,0.027755828574299812
127832.62121868134,580,0.027633758261799812
128419.19771027565,584,0.02627686597406864
129004.8165564537,588,0.02474631927907467
129591.58359026909,592,0.0240638367831707
130178.37063479424,596,0.02706652134656906
132183.1928076744,600,0.025991832837462425
132769.73655939102,604,0.026307659223675728
133356.70265197754,608,0.026808572933077812
133942.98336315155,612,0.02656368911266327
134530.2768177986,616,0.02446560747921467
136538.87975597382,620,0.026570994406938553
137125.86724495888,624,0.028424857184290886
137712.84560275078,628,0.027243761345744133
138298.64201927185,632,0.02906535565853119
138885.53271842003,636,0.025735652074217796
140895.77443790436,640,0.026966199278831482
141481.90946221352,644,0.02715376205742359
142069.2301647663,648,0.027150489389896393
142655.6076951027,652,0.027123795822262764
143243.03604722023,656,0.027207186445593834
145255.00067806244,660,0.024409012869000435
145841.1475968361,664,0.025158865377306938
146429.04104685783,668,0.030560333281755447
147016.5938785076,672,0.028734661638736725
147602.94503760338,676,0.028557980433106422
149613.35295677185,680,0.030549149960279465
150199.57494282722,684,0.02878432534635067
150786.9365861416,688,0.027810964733362198
151374.08670639992,692,0.02773757465183735
151960.48418974876,696,0.03087385557591915
153971.64909100533,700,0.029633764177560806
154558.30469369888,704,0.029602061957120895
155143.86683487892,708,0.027078241109848022
155730.7055902481,712,0.03126424923539162
156316.51187586784,716,0.028629183769226074
158324.02376961708,720,0.026935294270515442
158910.4174029827,724,0.0304133091121912
159495.83554458618,728,0.037156715989112854
160082.28933763504,732,0.031107734888792038
160668.7762246132,736,0.02957928366959095
162669.5680346489,740,0.02789430320262909
163256.1410112381,744,0.028897104784846306
163841.4589164257,748,0.029432740062475204
164427.91409349442,752,0.030702684074640274
165014.45132613182,756,0.029174959287047386
167018.00995874405,760,0.02956947684288025
167604.66621255875,764,0.027537209913134575
168191.22344732285,768,0.030104003846645355
168777.1280169487,772,0.02892247587442398
169363.85878705978,776,0.03185399994254112
171368.66156744957,780,0.028268445283174515
171955.67894291878,784,0.02814401127398014
172542.41067314148,788,0.03285617381334305
173128.1791870594,792,0.027291882783174515
173714.9863128662,796,0.029419101774692535
175720.86326384544,800,0.0295096468180418
176307.0540213585,804,0.030971083790063858
176894.40831327438,808,0.030171554535627365
177480.82566928864,812,0.030716167762875557
178068.19774127007,816,0.02972891367971897
180076.29822969437,820,0.031084593385457993
180662.45744633675,824,0.03073696233332157
181249.8099770546,828,0.02801991067826748
181837.29970049858,832,0.031905800104141235
182423.64355754852,836,0.028504736721515656
184430.4337630272,840,0.03045797534286976
185016.53316879272,844,0.031091375276446342
185604.00559043884,848,0.03264284133911133
186191.27704572678,852,0.03008340299129486
186777.15011262894,856,0.03361734002828598
188783.7972381115,860,0.026957621797919273
189370.62385106087,864,0.03462802618741989
189956.37635064125,868,0.03192572668194771
190543.20495080948,872,0.030598798766732216
191128.8569521904,876,0.029477406293153763
193139.1370329857,880,0.02802560105919838
193725.87208724022,884,0.03342939540743828
194311.96943116188,888,0.02766238898038864
194899.18139719963,892,0.0364990234375
195485.82608938217,896,0.02762824296951294
197489.04216051102,900,0.032194674015045166
198076.54025793076,904,0.030323849990963936
198663.3603386879,908,0.03276132047176361
199251.14717507362,912,0.03082842379808426
199839.02277350426,916,0.029568862169981003
201845.70411539078,920,0.032995179295539856
202432.62086486816,924,0.030269570648670197
203019.86381530762,928,0.02737795189023018
203605.99038910866,932,0.029559243470430374
204192.950476408,936,0.033595290035009384
206203.30377697945,940,0.03114338032901287
206790.95006728172,944,0.0324520468711853
207378.06770324707,948,0.03384121134877205
207964.26834321022,952,0.029393823817372322
208551.44523763657,956,0.026621850207448006
210572.53000092506,960,0.012003094889223576
211158.7340245247,964,1.687001145000977e-06
211745.8364663124,968,5.185580812394619e-05
212332.7746374607,972,0.008518439717590809
212921.49860715866,976,0.029840832576155663
214952.97069740295,980,0.032095082104206085
215539.7777416706,984,0.03208116441965103
216127.648696661,988,0.03299402818083763
216715.80913305283,992,0.029434045776724815
217303.3627860546,996,0.03498489409685135
219320.5402686596,1000,0.032591961324214935
219906.81924962997,1004,0.028108451515436172
220493.992259264,1008,0.034120071679353714
221081.24726104736,1012,0.03331533446907997
221667.80157923698,1016,0.029542334377765656
223676.42737150192,1020,0.032891254872083664
224263.98459625244,1024,0.03221391886472702
224850.54631733894,1028,0.032753340899944305
225438.02587676048,1032,0.035220254212617874
226024.72659039497,1036,0.03022920712828636
228029.42056202888,1040,0.032516226172447205
228616.92112088203,1044,0.03103547915816307
229203.75763106346,1048,0.030122185125947
229791.38766670227,1052,0.03520933911204338
230379.021879673,1056,0.032237157225608826
232383.38533234596,1060,0.03212125226855278
232970.4349038601,1064,0.030369892716407776
233556.71410799026,1068,0.033791929483413696
234143.80014896393,1072,0.03397880122065544
234730.66576075554,1076,0.03101855330169201
236734.55213427544,1080,0.02699185721576214
237321.94326519966,1084,0.026075994595885277
237909.38566708565,1088,0.03266356512904167
238495.61086392403,1092,0.032524123787879944
239082.71545052528,1096,0.03071984089910984
241083.77948570251,1100,0.030735280364751816
241671.21814894676,1104,0.030626872554421425
242258.612003088,1108,0.033780768513679504
242845.39347958565,1112,0.029689116403460503
243432.98617959023,1116,0.03349589183926582
245436.4389281273,1120,0.026633091270923615
246022.86555671692,1124,0.033092305064201355
246610.48607683182,1128,0.03764846548438072
