Wall time,Step,Value
225.2390115261078,0,1.5257253646850586
3817.8650374412537,4,0.5922755002975464
7462.107979297638,8,0.6759666204452515
11105.360000610352,12,0.5762105584144592
14763.32806301117,16,0.6123299598693848
18425.36987733841,20,0.3242604434490204
22106.606726884842,24,0.29634565114974976
25769.96745467186,28,0.3016429841518402
29328.692803382874,32,0.24013936519622803
32850.92384696007,36,0.28403788805007935
36414.50280857086,40,0.30927470326423645
39995.375507593155,44,0.27898794412612915
43534.2699174881,48,0.2333405315876007
47077.73428440094,52,0.29446449875831604
50633.014563560486,56,0.2731386721134186
54216.21283531189,60,0.20857210457324982
57783.69199991226,64,0.27989110350608826
61326.57578134537,68,0.37126612663269043
64872.13285064697,72,0.20975220203399658
68421.41965150833,76,0.23286885023117065
72017.03980946541,80,0.2716587781906128
75635.44274640083,84,0.25404444336891174
79254.87267661095,88,0.21477726101875305
82874.66828632355,92,0.26280713081359863
86485.76710438728,96,0.24969089031219482
90129.75187134743,100,0.2281811237335205
93730.1878798008,104,0.21819794178009033
97293.49764609337,108,0.24456147849559784
100864.66549372673,112,0.26549118757247925
104521.7428765297,116,0.2254609316587448
108223.54669260979,120,0.1631760150194168
111929.98392438889,124,0.32746270298957825
115609.73576641083,128,0.2511756420135498
119206.93908166885,132,0.2823641896247864
122825.65960001945,136,0.2853812575340271
126476.94569659233,140,0.2704371511936188
130073.70312547684,144,0.24619658291339874
133651.6586523056,148,0.2874211370944977
137231.00694346428,152,0.2802126407623291
140788.99260425568,156,0.28539910912513733
144371.08385920525,160,0.2599049508571625
148028.4479176998,164,0.26167649030685425
151695.80379390717,168,0.27891483902931213
155345.91620445251,172,0.25362667441368103
159017.53920650482,176,0.27924463152885437
162702.83075618744,180,0.35029497742652893
166374.5670156479,184,0.22751180827617645
170047.91109585762,188,0.2996934950351715
173709.93765091896,192,0.2697290778160095
177365.16660809517,196,0.2661490738391876
181066.53038430214,200,0.24936556816101074
184776.0149166584,204,0.32232803106307983
188466.77234053612,208,0.2871566116809845
192146.96503162384,212,0.3102072775363922
195833.51864552498,216,0.3301052749156952
199542.23817682266,220,0.25701913237571716
203214.35715818405,224,0.31969404220581055
206919.90521240234,228,0.7521791458129883
210626.02525401115,232,0.2909516394138336
214319.11308002472,236,0.2971412241458893
218044.32363772392,240,0.2892181873321533
221724.1403312683,244,0.3195958435535431
225411.79299139977,248,0.31882694363594055
229086.72343206406,252,0.3449957072734833
232765.57770252228,256,0.3078029155731201
236465.6401093006,260,0.3267606794834137
240173.52626872063,264,0.3079906404018402
243893.70008730888,268,0.3457542657852173
247597.441300869,272,0.301190584897995
251292.6560230255,276,0.2704896330833435
255030.58058834076,280,0.4663505256175995
258724.6045024395,284,0.3259179890155792
262430.0065882206,288,0.3352009356021881
266130.3250710964,292,0.30393368005752563
269826.76893663406,296,0.3471454083919525
273547.6179597378,300,0.34851181507110596
277267.2419910431,304,0.37737929821014404
280981.7720873356,308,0.3545216917991638
284683.22418022156,312,0.33458834886550903
288400.80509519577,316,0.33626171946525574
292080.9216272831,320,0.3359600007534027
295696.67181277275,324,0.3357134163379669
299301.01564359665,328,0.3136730194091797
302874.4598765373,332,0.303723007440567
306444.81024336815,336,0.36628231406211853
310048.34681487083,340,0.3065968155860901
