Wall time,Step,Value
133.65010929107666,0,1.3022305965423584
1031.958134174347,4,0.8629859089851379
1947.5870130062103,8,0.797332763671875
2862.3060286045074,12,0.7538453340530396
3778.0440080165863,16,0.6584164500236511
4724.226856708527,20,0.5782737731933594
5639.143380880356,24,0.46930554509162903
6553.736351728439,28,0.5038864016532898
7468.245138883591,32,0.45932090282440186
8382.172917366028,36,0.4904009699821472
9327.886085987091,40,0.44075807929039
10242.29942202568,44,0.35789254307746887
11156.565887928009,48,0.5410704612731934
12070.689201831818,52,0.6171272397041321
12985.386677026749,56,0.5889421105384827
13928.551329612732,60,0.5732396245002747
14842.976253032684,64,0.6574239730834961
15757.345606088638,68,0.6648977398872375
16671.77448630333,72,0.608147382736206
17586.371428012848,76,0.7373162508010864
18537.435117006302,80,0.7553234696388245
19451.114839076996,84,0.6913394927978516
20364.430594444275,88,0.636467456817627
21277.595033168793,92,0.6479217410087585
22190.489087104797,96,0.6315698623657227
23132.288974285126,100,0.6230707168579102
24044.217302799225,104,0.6828152537345886
24956.542192220688,108,0.6032724380493164
25869.092958450317,112,0.629334568977356
26781.441791534424,116,0.5982772707939148
27723.380969762802,120,0.6336267590522766
28635.812648773193,124,0.6293012499809265
29548.920283079147,128,0.6046730875968933
30461.30958175659,132,0.6531497240066528
31373.772042512894,136,0.6549869179725647
32314.615340471268,140,0.6316331624984741
33225.92616772652,144,0.666378915309906
34137.32037258148,148,0.706991970539093
35048.805778265,152,0.6607996821403503
35960.005299568176,156,0.6524662971496582
36899.894800662994,160,0.6350647807121277
37810.86363148689,164,0.6357727646827698
38722.317480802536,168,0.6922373175621033
39633.240230321884,172,0.6493219137191772
40544.615402936935,176,0.6500954627990723
41484.287316560745,180,0.6743859052658081
42395.48679995537,184,0.6381968855857849
43306.63731217384,188,0.643705427646637
44218.02530193329,192,0.6327469348907471
45129.30917310715,196,0.5997847318649292
46068.1904027462,200,0.6298255920410156
