Wall time,Step,Value
184.8957395553589,0,1.268632173538208
1837.276281118393,4,0.9816259145736694
3473.8395261764526,8,0.3072609603404999
5107.1374254226685,12,0.32415515184402466
6735.864513874054,16,0.1675880402326584
8406.48594379425,20,0.27390041947364807
10037.051924705505,24,0.22016459703445435
11664.683394670486,28,0.15126211941242218
13292.151372909546,32,0.16923582553863525
14920.167654514313,36,0.1426774114370346
16607.999320745468,40,0.09713201969861984
18242.904212236404,44,0.11055649071931839
19874.820472717285,48,0.13349929451942444
21507.835134983063,52,0.09629924595355988
23138.31205844879,56,0.09886480867862701
24829.300565719604,60,0.08361374586820602
26461.4060485363,64,0.09288305789232254
28094.010625123978,68,0.0754658654332161
29726.645040750504,72,0.061890069395303726
31359.48055124283,76,0.0698704645037651
33039.10528922081,80,0.0805097222328186
34669.32812476158,84,0.08136560767889023
36301.87926387787,88,0.05637477710843086
37937.398562669754,92,0.07287871837615967
39577.03512644768,96,0.09286530315876007
41263.79019880295,100,0.11900564283132553
42898.450367450714,104,0.1173880472779274
44537.352519750595,108,0.21142618358135223
46173.88815021515,112,0.1445062756538391
47812.80946159363,116,0.18302659690380096
49496.32155561447,120,0.1367664635181427
51156.65077614784,124,0.16543859243392944
52823.32671260834,128,0.1722947508096695
54483.5506811142,132,0.0866037905216217
56141.422552108765,136,0.07130695879459381
57852.96400022507,140,0.10530204325914383
59496.57016515732,144,0.13295061886310577
61132.479872465134,148,0.29538360238075256
62766.81239247322,152,0.06612197309732437
64405.90197300911,156,0.12899050116539001
66101.60768866539,160,0.15355528891086578
67775.2452673912,164,0.23912417888641357
69422.50186753273,168,0.20271249115467072
71069.23750853539,172,0.19837291538715363
72716.09868979454,176,0.09552831947803497
74413.92680048943,180,0.10779810696840286
76075.8465924263,184,0.23295871913433075
77735.79917788506,188,0.02929876558482647
79402.49202227592,192,0.10720077157020569
81075.15308308601,196,0.18627169728279114
82797.73452043533,200,0.2714881896972656
